,0,1
0,-0.725592,-1.25629
1,-0.725592,-1.25629
2,-0.7255919999317707,-1.256290000000004
3,-0.72559192944875,-1.2562900000022115
4,-0.7255918589122199,-1.2562900000058002
5,-0.725591838270574,-1.2562902101220843
6,-0.7255918214998287,-1.2562907667729548
7,-0.7255918075919128,-1.2562917211205002
8,-0.7255917959515724,-1.2562930805534709
9,-0.725591786198542,-1.256294809889071
10,-0.7255917780835213,-1.2562968363018747
11,-0.7255917714260479,-1.256299057551454
12,-0.7255917660726015,-1.256301352727503
13,-0.7255917618721992,-1.2563035945213832
14,-0.7255917586657727,-1.256305661897005
15,-0.7255917562853488,-1.2563074519915685
16,-0.7255917545593279,-1.2563088901390003
17,-0.7255917533207316,-1.2563099370758566
18,-0.7255917524160117,-1.2563105926491736
19,-0.7255917517127475,-1.2563108956756945
20,-0.7255917511052189,-1.2563109199709483
21,-0.7255917505173882,-1.2563107669386449
22,-0.725591749903231,-1.256310555448403
23,-0.7255917492446606,-1.256310409998453
24,-0.7255917485474694,-1.2563104483317997
25,-0.7255917478358275,-1.256310769731232
26,-0.7255917471459231,-1.256311445153843
27,-0.725591746519333,-1.2563125101852464
28,-0.7255917459966729,-1.256313961514872
29,-0.725591745612023,-1.2563157572843022
30,-0.7255917453885267,-1.2563178212752881
31,-0.7255917453354551,-1.2563200505214476
32,-0.7255917454469051,-1.256322325585999
33,-0.7255917457021588,-1.2563245224815034
34,-0.7255917460675961,-1.2563265250432247
35,-0.7255917464999228,-1.2563282365219197
36,-0.7255917469503641,-1.2563295892392972
37,-0.7255917473694514,-1.2563295057962398
38,-0.7255917477104712,-1.2563291038540756
39,-0.7255917479376909,-1.256328675042181
40,-0.7255917480273143,-1.2563279874064532
41,-0.7255917479671454,-1.2563271459864829
42,-0.7255917477617737,-1.2563262711849226
43,-0.7255917474305073,-1.2563254867451568
44,-0.725591747005357,-1.256324907396977
45,-0.7255917465277797,-1.2563246274018238
46,-0.7255917460444976,-1.2563247111412477
47,-0.7255917456028119,-1.2563251866883338
48,-0.7255917452458752,-1.256326043004039
49,-0.7255917450083967,-1.2563272310385047
50,-0.7255917449132038,-1.2563286686275392
51,-0.7255917451756709,-1.2563302486955374
52,-0.7255917455538823,-1.2563318499463236
53,-0.7255917460091411,-1.256333348972219
54,-0.7255917464915012,-1.256334632577766
55,-0.7255917469440388,-1.2563356090826183
56,-0.7255917473085123,-1.2563362174771395
57,-0.7255917475316859,-1.2563364335161373
58,-0.7255917475717476,-1.256336272142098
59,-0.7255917474041714,-1.2563357859957163
60,-0.7255917470263583,-1.2563350601621
61,-0.7255917464604266,-1.2563342036768779
62,-0.7255917457536267,-1.256333338639947
63,-0.7255917449760245,-1.2563325880235219
64,-0.7255917442153303,-1.2563320633916342
65,-0.7255917435690343,-1.2563318537572146
66,-0.7255917431343231,-1.2563320166895093
67,-0.7255917429965707,-1.256332572560097
68,-0.7255917432174904,-1.2563335025025968
69,-0.7255917438242584,-1.2563347502905322
70,-0.7255917448010336,-1.2563362279466894
71,-0.7255917460842738,-1.2563378245247359
72,-0.7255917475630401,-1.2563394171870068
73,-0.7255917490850986,-1.2563408834728684
74,-0.7255917504690482,-1.256342113532817
75,-0.7255917515219963,-1.2563430211064817
76,-0.7255917520615012,-1.2563435521476236
77,-0.7255917519397137,-1.256343690233736
78,-0.7201529653373676,-1.2462810029237459
79,-0.7147094318602623,-1.226202472568754
80,-0.7092665596093661,-1.1960846818908437
81,-0.7038092766499492,-1.1648903929820653
82,-0.6983455377708708,-1.1336676246550543
83,-0.6928804821428901,-1.1024755772079533
84,-0.6874228116888427,-1.071252408499447
85,-0.6819758082634397,-1.0400419384075485
86,-0.6765328605891611,-1.0088252222883534
87,-0.6710835232243655,-0.977619400097095
88,-0.6656304206915277,-0.9464090360331788
89,-0.6601745004500722,-0.9151968397746929
90,-0.6547218192612373,-0.8839888204160864
91,-0.6492722874048467,-0.8527810032224623
92,-0.6438253960870701,-0.8215698595432966
93,-0.638377264771866,-0.7903625060401422
94,-0.6329269916505684,-0.7591562569436682
95,-0.6274750950386311,-0.7279468378242798
96,-0.6220234616829713,-0.6967410379791158
97,-0.616573244182908,-0.6655318110286551
98,-0.6111243307968421,-0.6343235704242502
99,-0.6056755509864145,-0.6031160562003766
100,-0.6002259491716306,-0.5719087632307235
101,-0.5947754313739032,-0.5407008924796224
102,-0.5893246317086327,-0.5094930733445329
103,-0.5838742507348178,-0.47828530310918804
104,-0.5784244872995177,-0.44707751904533916
105,-0.5729750251092753,-0.4158696049580018
106,-0.5675253913206315,-0.38466192151181566
107,-0.5620753868697518,-0.35345435535209385
108,-0.5566251215903443,-0.3222466782020385
109,-0.5511748693645154,-0.29103895808136976
110,-0.5457248281861001,-0.2598311863094503
111,-0.5402749811046096,-0.22862345374169687
112,-0.5348251686740211,-0.19741577694934728
113,-0.5293752437627469,-0.16620812574774632
114,-0.5239251841257624,-0.1350004603519017
115,-0.51847507921737,-0.10379276411554983
116,-0.5130250324314439,-0.07258504880226174
117,-0.507575076335197,-0.041377336969328216
118,-0.502125164374063,-0.010169641715999668
119,-0.49667522687144766,0.021038040179655274
120,-0.49122523150898173,0.052245720794788196
121,-0.4857751995670201,0.08345340936026623
122,-0.48032517597122515,0.1146611063252552
123,-0.47487518805576207,0.14586880575395927
124,-0.4694252283111332,0.17707650168403427
125,-0.46397526886462415,0.20828419252812935
126,-0.4585252885100552,0.2394918808986904
127,-0.4530752878592526,0.27069957041734766
128,-0.4476252835134676,0.30190726277044255
129,-0.4421752909640045,0.33311495706562677
130,-0.4367253125181382,0.3643226512458038
131,-0.43127533863999,0.3955303439193864
132,-0.4258253584281768,0.42673803517535364
133,-0.42037536869726305,0.4579457261053004
134,-0.41492537472902663,0.4891534177456254
135,-0.40947538403369554,0.5203611103487005
136,-0.4040253997426747,0.5515688034026316
137,-0.3985754190353013,0.5827764961853411
138,-0.39312543674447675,0.61398418833127
139,-0.3876754500932031,0.645191880015526
140,-0.38222546048655753,0.6763995717161825
141,-0.3767754715231407,0.7076072638111385
142,-0.37132548560740253,0.7388149563233914
143,-0.36587550218414794,0.7700226489637348
144,-0.36042551871247896,0.8012303413890403
145,-0.3549755330845266,0.8324380334604603
146,-0.34952554528339647,0.8636457253187635
147,-0.3440755570824178,0.8948534172476257
148,-0.3386255703518159,0.9260611094493584
149,-0.333175585540174,0.957268801904066
150,-0.3277256015005064,0.9884764944045585
151,-0.3222756165957917,1.0196841867251745
152,-0.31682563004202485,1.05089187879033
153,-0.31137564242294363,1.082099570719643
154,-0.30955737335338795,1.1032579022166613
155,-0.30884203262149756,1.1143725649138119
156,-0.30884200749265556,1.1231429852412578
157,-0.3025308105095473,1.1419680257444809
158,-0.29619522605514403,1.1708226232815686
159,-0.2898599022145082,1.2018608326661009
160,-0.2835242288757114,1.2329013070238677
161,-0.2771884352649517,1.263938170790644
162,-0.27717947323140696,1.2849350450503145
163,-0.2771765778880211,1.2958888212429909
164,-0.2771732409221801,1.3042166468455654
165,-0.27716947958190413,1.3117770754943
166,-0.27716607236838714,1.3189967195100605
167,-0.27716344219632216,1.3258415930316991
168,-0.27716173237268504,1.3322749643672045
169,-0.27716089792904425,1.3382575829473093
170,-0.27950713203310906,1.33458442551401
171,-0.27950976910588743,1.3309313609574156
172,-0.27951002623874943,1.3272982025831843
173,-0.27951048318228777,1.3236754820618297
174,-0.2795109820588468,1.3202290680776798
175,-0.2795114395207745,1.3168312778926465
176,-0.2795118003392427,1.3139481055221411
177,-0.2795119783983954,1.3118948732072564
178,-0.27951183329830925,1.3107495235581503
179,-0.27951162513683897,1.3105963844375799
180,-0.2795146949232123,1.3105964282672575
181,-0.27951831963080476,1.3105966686544255
182,-0.27952189365057595,1.3105968331759372
183,-0.2795253989644908,1.3105969538138271
184,-0.27952884844677184,1.3105970562603106
185,-0.2795322644669591,1.3105971558965412
186,-0.2795356702321198,1.3105972593837378
187,-0.2795390848499504,1.3105973671404114
188,-0.2795425210677808,1.310597475915674
189,-0.2795454507993957,1.3105975893231372
190,-0.2795477050328385,1.3105976938249806
191,-0.2795495253794467,1.310597782062595
192,-0.27955114466014996,1.3105978531106006
193,-0.27955276459142336,1.3105979075191783
194,-0.27955454880243114,1.310597946965651
195,-0.2795566200211009,1.3105979738425055
196,-0.2795590596265412,1.3105979908525884
197,-0.27956190852486373,1.3105980006700961
198,-0.2795651689470944,1.310598005695539
199,-0.27956880722383665,1.3105980079092776
200,-0.27957275781864477,1.310598008812568
201,-0.2795769289103131,1.3105980094366654
202,-0.2795812096503022,1.3105980103979402
203,-0.27537843385466165,1.3109213310046632
204,-0.2711648345641514,1.3112476553838857
205,-0.266952233241598,1.311575567164294
206,-0.2627403398841828,1.3119042317915035
207,-0.2585289116720418,1.3122330884360487
208,-0.25431776804823825,1.3125617662131337
209,-0.250106752949117,1.3128900369785614
210,-0.24589573422715735,1.3132177766061253
211,-0.24168469322183644,1.3135450304000016
212,-0.237473615837321,1.3138718413142725
213,-0.23326248474953387,1.314198137444899
214,-0.22905129002080674,1.3145235145741145
215,-0.2248399928598928,1.3148485286111835
216,-0.22062858301780433,1.3151732288797906
217,-0.21641710290388494,1.3154976225282728
218,-0.21220561474775104,1.3158217626215696
219,-0.20799410557123937,1.3161456985029563
220,-0.20378256900460812,1.316469475683947
221,-0.19957100817683238,1.3167931316600527
222,-0.19535943303123185,1.317116697450271
223,-0.1911478483127819,1.3174401980791208
224,-0.18693625655687987,1.3177636533243462
225,-0.18272465980988395,1.3180870784823417
226,-0.18372555168308413,1.3185761471641086
227,-0.17951754694856367,1.3189066392604039
228,-0.17864064132633298,1.3203369743926576
229,-0.17540484918847038,1.3217260230514962
230,-0.17162466251124456,1.3226902500854474
231,-0.16742342954438774,1.3231372352448558
232,-0.163221968024435,1.3235824047399634
233,-0.15902057635851638,1.3240262434320804
234,-0.15481918668291517,1.3244689368510139
235,-0.15061783539664378,1.324910725300765
236,-0.14641651793940078,1.3253518205180659
237,-0.14221523120011076,1.3257924069218638
238,-0.13801397285755573,1.3262326203759123
239,-0.13381274097091506,1.3266725756192528
240,-0.12961153371118744,1.3271123580236255
241,-0.12663057659846289,1.3304031322916763
242,-0.12242136801018062,1.3307233144535815
243,-0.11820791872243429,1.331038001283626
244,-0.1139947140334243,1.3313545113520184
245,-0.10978170693695434,1.33167256563223
246,-0.10556917790521617,1.3319918863031865
247,-0.10135684975985562,1.3323122256636029
248,-0.09714468150306532,1.3326333775417982
249,-0.09293263964249618,1.3329551558564292
250,-0.08872069695794872,1.3332774555105742
251,-0.0845088315830501,1.3336001624814962
252,-0.08029702608524068,1.333923018972097
253,-0.07608526789189865,1.3342460501717848
254,-0.07187354374982552,1.3345691930744568
255,-0.0676618449861224,1.3348924012342327
256,-0.0634501647299186,1.3352156407786724
257,-0.059238497993810736,1.3355388882925783
258,-0.055026841066173,1.3358621286832313
259,-0.050815192283089713,1.3361853528173224
260,-0.04660354847995239,1.3365085553049822
261,-0.04239190817132079,1.3368317338340665
262,-0.03818027029828849,1.33715488827836
263,-0.03396863411656031,1.3374780199206868
264,-0.029756999111129653,1.3378011308749878
265,-0.025545364931547018,1.3381242236686985
266,-0.02133373134344495,1.3384473009515154
267,-0.017122098192749714,1.3387703653016654
268,-0.012910465379673228,1.3390934191056616
269,-0.00869883284014721,1.3394164644919877
270,-0.004487200532841261,1.339739503303123
271,-0.00027556843030648756,1.3400625370937496
272,0.003936063486885509,1.3403855671458584
273,0.008147695233871587,1.3407085944938506
274,0.012359326823744177,1.341031619954632
275,0.016570958268797852,1.3413546441592203
276,0.020782589581125374,1.3416776675835385
277,0.024994220772811968,1.3420006905769446
278,0.029205851855900467,1.3423237133877088
279,0.033417482842243086,1.3426467361850842
280,0.03762911374331408,1.3429697590779544
281,0.04184074457002824,1.343292782130226
282,0.04605237533258958,1.343615805373269
283,0.05026400604038105,1.3439388288157532
284,0.05447563670189714,1.344261852451265
285,0.05868717811190583,1.3442622365734593
286,0.06289953832102145,1.3442621839782392
287,0.06711197398604346,1.3442621422834173
288,0.0713244063036126,1.344262109658235
289,0.07553678175158024,1.3442620833831853
290,0.07974907033071096,1.3442620616309804
291,0.08397343226292783,1.344422726318056
292,0.08819642055298163,1.3445873549035283
293,0.09241830829422477,1.3447541905430223
294,0.09663942296578891,1.3449224162711544
295,0.10086001931386354,1.345091429339506
296,0.1050802900239481,1.3452607865120103
297,0.10930037709275771,1.3454299436392385
298,0.11352050157779338,1.3455987862395946
299,0.11774088668914913,1.3457672885511809
300,0.12196130752796616,1.3459354320588042
301,0.1261817555222713,1.346103242873847
302,0.13040227064683707,1.346270753624942
303,0.13462280446735775,1.346438001288905
304,0.1388508322212236,1.346439047797562
305,0.1430720145785821,1.3465859564841716
306,0.1472935966671291,1.3467331132657745
307,0.15151507633800299,1.3468806531207937
308,0.15151773768517215,1.3468817104551103
309,0.15153299628540542,1.3468821275957075
310,0.15155523337952628,1.3468826508960006
311,0.15158077044454893,1.346883171346624
312,0.1516067260452991,1.3468836162523974
313,0.15163112533981282,1.3468839489649913
314,0.15165285438274917,1.3468841613965001
315,0.151671514581493,1.3468842651724204
316,0.15168723276231955,1.3468842831281356
317,0.15170046858762923,1.3468842422104013
318,0.15171184633179813,1.3468841682824755
319,0.15172202480629318,1.3468840828917554
320,0.1517316088606645,1.3468840017640427
321,0.1517410988154692,1.3468839346305999
322,0.1517508702273711,1.3468838860950625
323,0.1517611749949404,1.3468838561213397
324,0.1517721552779438,1.346883842469367
325,0.15178386326541488,1.3468838414093374
326,0.15179628189171884,1.3468838487477837
327,0.15180934362606857,1.3468838605647415
328,0.15182294616031503,1.3468838736596063
329,0.15183696501463118,1.34688388574489
330,0.15185126374754396,1.346883895448345
331,0.15186570266072016,1.346883902189406
332,0.15188014675109066,1.346883905990291
333,0.15189447332474074,1.3468839072701144
334,0.1519085792830716,1.3468839066558211
335,0.15192238773163788,1.346883904829661
336,0.15193585332071696,1.3468839024210175
337,0.15194896564198856,1.3468838999416306
338,0.15196175008159435,1.3468838977577111
339,0.15197426574285725,1.346883896089765
340,0.15198660035966965,1.3468838950305124
341,0.15199886247172484,1.3468838945723203
342,0.15201117147150076,1.3468838946374377
343,0.15202364641187394,1.3468838951064155
344,0.15203639464496954,1.3468838958420633
345,0.1520495014240765,1.346883896707869
346,0.15206302153363185,1.3468838975809225
347,0.15207697382522098,1.3468838983600342
348,0.15209133925161133,1.3468838989700072
349,0.15210606263788862,1.3468838993630323
350,0.15212105804729556,1.3468838995180095
351,0.1521362172302355,1.346883899438393
352,0.15215142032703097,1.3468838991489525
353,0.1521665477614757,1.3468838986917018
354,0.15218149213697654,1.3468838981211744
355,0.15219616894276608,1.3468838974992183
356,0.1522105249944944,1.3468838968895347
357,0.1522245437593574,1.3468838963522363
358,0.15223824702773606,1.3468838959387748
359,0.15225169275947734,1.3468838956876086
360,0.15226496931647615,1.3468838956209754
361,0.1522781866555316,1.3468838957430742
362,0.15229146536019003,1.3468838960398524
363,0.15229465634102793,1.3468838964671486
364,0.1522956658907117,1.3468838970045975
365,0.15229626271694743,1.3468838975892892
366,0.1522968158666111,1.3468838981047793
367,0.1522973720206886,1.346883898555673
368,0.15229790346906275,1.3468838988974572
369,0.15229836816571735,1.346883899096482
370,0.1522987269173167,1.346883899133272
371,0.15229895024280482,1.3468838989905436
372,0.15229902198569956,1.3468838987166802
373,0.1522989410791156,1.3468838983365117
374,0.1522987216876298,1.3468838978859226
375,0.15229839180102972,1.346883897408195
376,0.15229799044159695,1.3468838969496268
377,0.15229756376835796,1.3468838965548606
378,0.15229716046836175,1.3468838962623855
379,0.1522968268954306,1.3468838961006622
380,0.1522966024418496,1.3468838960852496
381,0.15229651560514632,1.3468838962172234
382,0.15229658114268044,1.3468838964830456
383,0.15229679859814296,1.3468838968558936
384,0.15229715234707356,1.3468838972983213
385,0.15229761315684115,1.3468838977659838
386,0.15229814110532952,1.3468838982120541
387,0.15229868956690973,1.3468838985918907
388,0.15229920986773005,1.3468838988674883
389,0.15229965614552235,1.3468838990112668
390,0.15229998992870802,1.346883899008821
391,0.15230018397760056,1.3468838988603542
392,0.1523002250041808,1.3468838985806544
393,0.15230011499888027,1.3468838981976148
394,0.15229987103188883,1.3468838977494475
395,0.15229952354882018,1.3468838972808657
396,0.1522991133308969,1.346883896838621
397,0.15229868742316605,1.3468838964668346
398,0.15229829443729354,1.3468838962025949
399,0.15229797969793185,1.3468838960722544
400,0.15229778071727298,1.3468838960888019
401,0.1522977234496255,1.3468838962505658
402,0.1522978196999772,1.3468838965413843
403,0.15229806594527734,1.3468838969322197
404,0.15229844368613085,1.3468838973840616
405,0.15229892129379374,1.3468838978518232
406,0.15229945716806906,1.3468838982888418
407,0.15230000389082335,1.346883898651539
408,0.15230051296043456,1.3468838989037664
409,0.1523013335178174,1.3468838990214869
410,0.1523023651837816,1.3468838989914118
411,0.15230349120393571,1.3468838988166887
412,0.15230459010819083,1.3468838985148543
413,0.15230554783921865,1.3468838981160711
414,0.1523062691409444,1.3468838976601112
415,0.1523066870700033,1.3468838971923842
416,0.15230676968046272,1.3468838967594072
417,0.15230652321432092,1.3468838964041727
418,0.15230599147915713,1.3468838961618796
419,0.15230525147498108,1.3468838962854792
420,0.1523044057061776,1.346883896549682
421,0.15230357194951014,1.3468838969318508
422,0.15230287149298186,1.346883897394656
423,0.15230241702549632,1.3468838978887148
424,0.15230230138417894,1.3468838983569955
425,0.1523025882832228,1.3468838987404343
426,0.15230330595004105,1.3468838989843093
427,0.15230444430430864,1.346883899044803
428,0.15230595596182794,1.3468838988950995
429,0.1523077609633221,1.346883898530326
430,0.1523097547563845,1.3468838979706808
431,0.1523118186339798,1.3468838972621835
432,0.15231383158756528,1.346883896474642
433,0.1523156823915345,1.3468838956966753
434,0.15231728071242517,1.346883895027908
435,0.1523185661335111,1.3468838945687869
436,0.1523195141933184,1.3468838944088017
437,0.1523201388345505,1.3468838946142114
438,0.15232049101814027,1.3468838952166176
439,0.15232065363995032,1.3468838962038685
440,0.15232073325680268,1.3468838975147688
441,0.15232084944721064,1.3468838990388703
442,0.1523211228685956,1.3468839006222315
443,0.1523216632032794,1.34688390207945
444,0.1523225581970954,1.346883903211524
445,0.15232386488585373,1.346883903828273
446,0.1523256038868994,1.3468839037732117
447,0.1523277573273162,1.3468839029480726
448,0.15233027061739007,1.3468839013337088
449,0.15233305789395352,1.3468838990040328
450,0.15233601059148408,1.3468838961300218
451,0.15233900828597924,1.3468838929716989
452,0.1523419307289656,1.3468838898573412
453,0.1523446698693574,1.346883887150857
454,0.15234714066132404,1.3468838852101301
455,0.15234928957695076,1.3468838843408606
456,0.15235109997132357,1.3468838847518017
457,0.15235259376197108,1.3468838865179529
458,0.15235382925295135,1.3468838895580717
459,0.1500711128143621,1.3442108906193688
460,0.14778836303020573,1.3442077426554542
461,0.1431620742634276,1.341568103681028
462,0.13915050237609694,1.3395639437886406
463,0.13604219593607875,1.337604846211359
464,0.13402836532719936,1.335724697441872
465,0.13335303213277036,1.3340108931193277
466,0.1333520785874473,1.33278461912187
467,0.13338165700596102,1.3319709303740601
468,0.13338961039841107,1.331145882906781
469,0.1333900642485433,1.3303207547406433
470,0.13339048768930373,1.3294957863072998
471,0.13339088538159696,1.3286710175114047
472,0.13339124419908838,1.327846433700802
473,0.13339155359219812,1.327022004557751
474,0.1333918078057215,1.326197692022692
475,0.13339199896080958,1.3253738771735113
476,0.13339213778928113,1.3245506547707906
477,0.13339222867171177,1.323728404754289
478,0.13339228649327958,1.3229070087994774
479,0.14017511446352496,1.311969870868325
480,0.1470714646010857,1.2910562134786094
481,0.15392383739491128,1.260301966560719
482,0.160721971182902,1.2293722388026513
483,0.16753587347496868,1.1983944128713073
484,0.17433693768870276,1.1674817576875045
485,0.18115671740594108,1.1365444773635833
486,0.18800296459324137,1.1055880441299544
487,0.19484890109632175,1.0746496376481047
488,0.20168068368606054,1.043724312285602
489,0.20850591910610755,1.0127790417918698
490,0.21532559778224644,0.9818323026870516
491,0.22215015151657735,0.95090169997108
492,0.22898597227666742,0.919965562887897
493,0.2358257370827985,0.889028213120887
494,0.2426625683834984,0.858095606937554
495,0.24949472834435354,0.82716223398812
496,0.2563235026426983,0.7962226089615863
497,0.2631530131236416,0.7652901776965523
498,0.2699862424845768,0.7343554407387527
499,0.2768221900460777,0.7034203458119966
500,0.2836579862897859,0.6724875009366545
501,0.2904919760687673,0.6415533744415305
502,0.29732446846514116,0.6106175154561715
503,0.30415645131006375,0.579682034098916
504,0.31098952174093014,0.5487479609792844
505,0.317823809434897,0.5178138247769267
506,0.3246585938630341,0.4868795018522459
507,0.33149291018119853,0.4559453844817069
508,0.338326476056213,0.4250112710028153
509,0.3451596046002193,0.39407665999403607
510,0.35199291354527934,0.36314249134763854
511,0.3588266878939687,0.33220827181123036
512,0.36566080587003547,0.3012741797962318
513,0.37249492756148567,0.270340101820878
514,0.3793288000124575,0.2394060032570896
515,0.3861624252089916,0.20847182345038717
516,0.3929959900492492,0.1775376037375434
517,0.3998296848345251,0.14660340735408023
518,0.40666355332070836,0.11566926342423932
519,0.41349749353062787,0.08473515220200839
520,0.4203313723710582,0.05380103314853284
521,0.42716513707331955,0.022866882479921437
522,0.43399883712140247,-0.008067292253076388
523,0.440832560999691,-0.03900146612410472
524,0.44766635764628737,-0.06993562100084066
525,0.454500207660407,-0.10086975827441132
526,0.4613340547719802,-0.1318038928874886
527,0.4681678585206157,-0.16273803809026124
528,0.47500162197470264,-0.19367219539375802
529,0.48183537889821076,-0.22460635633494813
530,0.48866916012349254,-0.25554051164904945
531,0.495502970306847,-0.2864746587763274
532,0.5023367906099283,-0.3174088022139341
533,0.5091705989316051,-0.34834294821970613
534,0.5160043877498175,-0.3792770994663441
535,0.5228381663648624,-0.41021125386024127
536,0.5296719496426221,-0.441145407377291
537,0.5365057452632839,-0.47207955767635973
538,0.5433395496458033,-0.5030137054871346
539,0.5501733534893132,-0.5339478532634333
